WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
26	3000275	4536	3006062	40583	3011881	730566	3000275	0.86899	3006062	1.07847	3011881	1.21172	3000275	5219.85293271499	3006062	37630.1612469517	3011881	602916.515366586	3016858	115751	3022645	70299	3028448	4922567	3016858	0.86968	3022645	1.0775	3028448	1.21203	3016858	133096.081317266	3022645	65242.6914153132	3028448	4061423.39711063	3033425	118509	3039212	79071	3045000	5201417	3033425	0.86924	3039212	1.07834	3045000	1.21183	3033425	136336.339791082	3039212	73326.594580559	3045000	4292200.22610432	3049976	91956	3055780	2575517	3061583	4828709	3049976	0.86948	3055780	1.07903	3061583	1.21184	3049976	105759.764456917	3055780	2386881.73637434	3061583	3984609.35437021
27	3120286	4446	3126073	35802	3131877	721879	3120286	0.86887	3126073	1.0784	3131877	1.21145	3120286	5116.99103433195	3126073	33199.1839762611	3131877	595880.143629535	3136853	115392	3142625	61589	3148428	4920343	3136853	0.86904	3142625	1.07876	3148428	1.21217	3136853	132780.999723833	3142625	57092.4023879269	3148428	4059119.59543628	3153405	118363	3159192	66278	3164995	5194835	3153405	0.86905	3159192	1.07822	3164995	1.21163	3153405	136198.147402336	3159192	61469.8299048432	3164995	4287476.37480089	3169972	91429	3175759	2573024	3181578	4824644	3169972	0.86925	3175759	1.07816	3181578	1.21179	3169972	105181.478285879	3175759	2386495.51087037	3181578	3981419.22280263
28	3240297	4522	3246084	32774	3251888	716627	3240297	0.8689	3246084	1.07772	3251888	1.21116	3240297	5204.28127517551	3246084	30410.4962327877	3251888	591686.482380528	3256864	115455	3262652	54620	3268439	4916078	3256864	0.86896	3262652	1.07847	3268439	1.21198	3256864	132865.724544283	3262652	50645.8223223641	3268439	4056236.90159904	3273431	118539	3279203	57099	3285006	5195485	3273431	0.86891	3279203	1.07834	3285006	1.21195	3273431	136422.644462603	3279203	52950.8318341154	3285006	4286880.64689137	3289983	92023	3295770	2575015	3301574	4819013	3289983	0.86873	3295770	1.07871	3301574	1.21177	3289983	105928.194030366	3295770	2387124.43566853	3301574	3976838.0138145
29	3360308	4427	3366080	30272	3371883	712140	3360308	0.86942	3366080	1.07882	3371883	1.21185	3360308	5091.90034735801	3366080	28060.2880925456	3371883	587646.986013121	3376859	114436	3382647	50117	3388435	4912427	3376859	0.86912	3382647	1.07732	3388435	1.21182	3376859	131668.81443299	3382647	46520.0683176772	3388435	4053759.63426912	3393427	118697	3399214	50391	3405017	5187070	3393427	0.86973	3399214	1.07821	3405017	1.21154	3393427	136475.687857151	3399214	46735.7935838102	3405017	4281385.67443089	3409994	90930	3415781	2568099	3421585	4815980	3409994	0.86904	3415781	1.07824	3421585	1.21224	3409994	104632.698149682	3415781	2381750.81614483	3421585	3972794.16617172
30	3480319	4509	3486106	28281	3491925	708429	3480319	0.86937	3486106	1.07861	3491925	1.21173	3480319	5186.51437247662	3486106	26219.8570382251	3491925	584642.61840509	3496886	114964	3502674	46714	3508477	4913514	3496886	0.86897	3502674	1.07823	3508477	1.21349	3496886	132299.158774181	3502674	43324.7080864009	3508477	4049076.63021533	3513453	118666	3519225	45511	3525028	5185630	3513453	0.86961	3519225	1.07883	3525028	1.21305	3513453	136458.872368073	3519225	42185.5157902543	3525028	4274869.13152797	3530005	91424	3535793	2566713	3541596	4813857	3530005	0.8686	3535793	1.0789	3541596	1.21337	3530005	105254.432419986	3535793	2379009.17601261	3541596	3967344.66815563
31	3600330	4608	3606117	27037	3611921	704733	3600330	0.87059	3606117	1.07972	3611921	1.21198	3600330	5292.96224399545	3606117	25040.7513058941	3611921	581472.466542352	3616897	114828	3622669	44167	3628457	4906137	3616897	0.86982	3622669	1.07869	3628457	1.21228	3616897	132013.520038629	3622669	40945.0351815628	3628457	4047032.86369486	3633433	118011	3639221	42163	3645024	5179575	3633433	0.86921	3639221	1.07847	3645024	1.21179	3633433	135768.111273455	3639221	39095.1996810296	3645024	4274317.33221103	3650000	91240	3655772	2571464	3661576	4805001	3650000	0.87039	3655772	1.07948	3661576	1.2126	3650000	104826.571996461	3655772	2382132.13769593	3661576	3962560.61355765
32	3720341	4457	3726144	25428	3731932	700593	3720341	0.86922	3726144	1.07865	3731932	1.21182	3720341	5127.58565150365	3726144	23573.9118342372	3731932	578132.891023419	3736892	114519	3742680	42074	3748468	4896047	3736892	0.86977	3742680	1.07935	3748468	1.21243	3736892	131665.842694046	3742680	38980.8681150693	3748468	4038210.04099206	3753444	118405	3759232	39426	3765035	5170184	3753444	0.86911	3759232	1.07921	3765035	1.21226	3753444	136237.070106201	3759232	36532.2782405649	3765035	4264913.46740798	3770011	90906	3775799	2570774	3781618	4803439	3770011	0.86902	3775799	1.07912	3781618	1.21229	3770011	104607.488895538	3775799	2382287.41937875	3781618	3962285.42675432
33	3840352	4466	3846139	24887	3851943	698637	3840352	0.87032	3846139	1.07896	3851943	1.21306	3840352	5131.4459049545	3846139	23065.7299621858	3851943	575929.467627323	3856919	113729	3862691	40377	3868494	4899253	3856919	0.87053	3862691	1.08017	3868494	1.21385	3856919	130643.401146428	3862691	37380.2271864614	3868494	4036127.19858302	3873471	117672	3879258	37565	3885062	5168173	3873471	0.86991	3879258	1.07971	3885062	1.21321	3873471	135269.16577577	3879258	34791.7496364765	3885062	4259916.25522375	3890022	91235	3895794	2572134	3901598	4800134	3890022	0.86978	3895794	1.0799	3901598	1.21378	3890022	104894.341097749	3895794	2381826.0950088	3901598	3954698.54504111
34	3960363	4354	3966150	24076	3971954	697414	3960363	0.87055	3966150	1.07976	3971954	1.21265	3960363	5001.43587387284	3966150	22297.5476031711	3971954	575115.655795159	3976930	113853	3982702	38727	3988490	4889681	3976930	0.8695	3982702	1.07879	3988490	1.21275	3976930	130940.770557792	3982702	35898.5530084632	3988490	4031895.27932385	3993466	117721	3999254	35485	4005057	5165890	3993466	0.86976	3999254	1.07882	4005057	1.21238	3993466	135348.831861663	3999254	32892.4194953746	4005057	4260949.53727379	4010033	91485	4015821	2566786	4021624	4797942	4010033	0.86991	4015821	1.07866	4021624	1.21293	4010033	105166.051660517	4015821	2379606.17803571	4021624	3955662.73404071
35	4080374	4410	4086177	23448	4091980	697516	4080374	0.87009	4086177	1.07946	4091980	1.21388	4080374	5068.44119573837	4086177	21721.9720971597	4091980	574616.930833361	4096957	113652	4102729	37464	4108532	4884804	4096957	0.87009	4102729	1.07961	4108532	1.21241	4096957	130620.970244457	4102729	34701.4199572068	4108532	4029003.38994235	4113508	118905	4119296	34102	4125084	5161495	4113508	0.87006	4119296	1.07978	4125084	1.21289	4113508	136662.988759396	4119296	31582.3593695012	4125084	4255534.30236872	4130060	91078	4135848	2563805	4141666	4792676	4130060	0.86934	4135848	1.07958	4141666	1.21276	4130060	104766.834610164	4135848	2374817.05848571	4141666	3951875.06184241
36	4200385	4437	4206172	22912	4211976	693499	4200385	0.8695	4206172	1.07893	4211976	1.21201	4200385	5102.932719954	4206172	21235.8540405772	4211976	572189.173356656	4216952	113461	4222724	36290	4228527	4876515	4216952	0.86968	4222724	1.07921	4228527	1.21191	4216952	130462.928893386	4222724	33626.4489765662	4228527	4023826.02668515	4233504	118088	4239291	32720	4245095	5151284	4233504	0.87003	4239291	1.07932	4245095	1.21192	4233504	135728.653034953	4239291	30315.3837601453	4245095	4250514.88547099	4250071	91053	4255874	2569339	4261677	4794722	4250071	0.86995	4255874	1.08007	4261677	1.2136	4250071	104664.635898615	4255874	2378863.4070014	4261677	3950825.64271589
37	4320396	4502	4326183	22661	4331987	693900	4320396	0.87006	4326183	1.07976	4331987	1.21267	4320396	5174.35579155461	4326183	20987.0712010076	4331987	572208.432632126	4336948	113573	4342735	35235	4348523	4870497	4336948	0.86985	4342735	1.07972	4348523	1.2127	4336948	130566.189572915	4342735	32633.4605268032	4348523	4016242.2693164	4353515	117905	4359302	32222	4365121	5146200	4353515	0.87014	4359302	1.07911	4365121	1.21314	4353515	135501.183717563	4359302	29859.7918655188	4365121	4242049.55734705	4370082	91227	4375854	2565673	4381657	4784830	4370082	0.87016	4375854	1.07894	4381657	1.21297	4370082	104839.339891514	4375854	2377957.06897511	4381657	3944722.45809872
38	4440407	4469	4446179	21946	4451982	690640	4440407	0.87001	4446179	1.07957	4451982	1.21334	4440407	5136.72256640728	4446179	20328.4641107107	4451982	569205.663705144	4456959	113401	4462746	34721	4468549	4870502	4456959	0.87019	4462746	1.07968	4468549	1.21261	4456959	130317.516864133	4462746	32158.6025489034	4468549	4016544.47843907	4473526	117499	4479313	31384	4485117	5150311	4473526	0.86966	4479313	1.07952	4485117	1.21382	4473526	135109.123105582	4479313	29072.1802282496	4485117	4243059.92651299	4490077	90467	4495849	2567795	4501668	4784744	4490077	0.86999	4495849	1.07904	4501668	1.21358	4490077	103986.252715548	4495849	2379703.25474496	4501668	3942668.79810149
39	4560418	4357	4566190	21718	4571993	690965	4560418	0.87037	4566190	1.07999	4571993	1.21459	4560418	5005.91702379448	4566190	20109.4454578283	4571993	568887.443499452	4576954	113234	4582742	33653	4588545	4866095	4576954	0.86984	4582742	1.07957	4588545	1.21346	4576954	130177.963763451	4582742	31172.5964967533	4588545	4010099.22041106	4593521	117706	4599309	30470	4605128	5140506	4593521	0.87022	4599309	1.07949	4605128	1.21391	4593521	135260.049182965	4599309	28226.2920453177	4605128	4234668.13849462	4610088	90356	4615860	2571012	4621664	4776838	4610088	0.86941	4615860	1.08054	4621664	1.21353	4610088	103927.951139278	4615860	2379376.97817758	4621664	3936316.36630326
40	4680429	4469	4686217	21266	4692035	689024	4680429	0.87032	4686217	1.08024	4692035	1.21384	4680429	5134.89291295156	4686217	19686.3659927424	4692035	567639.886640743	4697012	111865	4702784	45013	4708587	4748531	4697012	0.87094	4702784	1.07997	4708587	1.2144	4697012	128441.683698073	4702784	41679.8614776337	4708587	3910186.92358366	4713563	118107	4719351	29675	4725154	5143727	4713563	0.87113	4719351	1.0802	4725154	1.2141	4713563	135579.075453721	4719351	27471.7644880578	4725154	4236658.43011284	4730131	90621	4735934	2567608	4741737	4780546	4730131	0.86999	4735934	1.07999	4741737	1.21428	4730131	104163.26624444	4735934	2377436.82811878	4741737	3936938.76206476
41	4800440	4457	4806228	21069	4812031	688347	4800440	0.87097	4806228	1.08007	4812031	1.21387	4800440	5117.28302926622	4806228	19507.0689862694	4812031	567068.137444702	4816992	110901	4822779	39816	4828567	4735854	4816992	0.87058	4822779	1.07996	4828567	1.21482	4816992	127387.48880057	4822779	36868.0321493389	4828567	3898399.76292784	4833543	114073	4839315	32515	4845118	5025540	4833543	0.8709	4839315	1.08147	4845118	1.21495	4833543	130982.891261913	4839315	30065.5589151803	4845118	4136417.13650768	4850095	90964	4855882	2575676	4861670	4775298	4850095	0.87114	4855882	1.08056	4861670	1.21448	4850095	104419.496292215	4855882	2383649.21892352	4861670	3931969.23786312
42	4920451	4468	4926239	20993	4932042	686163	4920451	0.87028	4926239	1.08041	4932042	1.21373	4920451	5133.97986854805	4926239	19430.5865365926	4932042	565334.135268964	4937018	110985	4942806	37512	4948593	4722548	4937018	0.87039	4942806	1.08063	4948593	1.214	4937018	127511.805052907	4942806	34713.0840343133	4948593	3890072.48764415	4953585	113588	4959373	31025	4965161	5008588	4953585	0.87047	4959373	1.08034	4965161	1.21381	4953585	130490.424713086	4959373	28717.8110594813	4965161	4126336.0822534	4970121	90358	4975925	2560794	4981743	4766013	4970121	0.87046	4975925	1.0802	4981743	1.21317	4970121	103804.884773568	4975925	2370666.54323274	4981743	3928561.53713
43	5040462	4527	5046250	20425	5052068	686628	5040462	0.8701	5046250	1.07953	5052068	1.2137	5040462	5202.85024709803	5046250	18920.2708586144	5052068	565731.235066326	5057029	110634	5062817	35871	5068636	4716153	5057029	0.87044	5062817	1.08025	5068636	1.21324	5057029	127101.236156427	5062817	33206.2022679935	5068636	3887238.30404537	5073612	113195	5079384	29102	5085203	5004594	5073612	0.87037	5079384	1.08004	5085203	1.21425	5073612	130053.885129313	5079384	26945.2983222844	5085203	4121551.57504633	5090164	90188	5095951	2564587	5101754	4762212	5090164	0.8706	5095951	1.08024	5101754	1.21338	5090164	103592.92441994	5095951	2374090.01703325	5101754	3924749.04811353
44	5160473	4494	5166261	20748	5172079	681756	5160473	0.87033	5166261	1.08026	5172079	1.21348	5160473	5163.55865016718	5166261	19206.487327125	5172079	561818.901011966	5177040	110347	5182828	35000	5188615	4708712	5177040	0.87058	5182828	1.08026	5188615	1.21225	5177040	126751.131429622	5182828	32399.6075018977	5188615	3884274.69581357	5193607	113403	5199395	27846	5205198	4990214	5193607	0.87018	5199395	1.08032	5205198	1.21341	5193607	130321.312831828	5199395	25775.6960900474	5205198	4112553.87709018	5210159	89713	5215947	2561720	5221750	4755725	5210159	0.8694	5215947	1.07985	5221750	1.21334	5210159	103189.556015643	5215947	2372292.44802519	5221750	3919532.03553827
45	5280484	4726	5286272	20235	5292075	681630	5280484	0.87061	5286272	1.07934	5292075	1.21344	5280484	5428.37780406841	5286272	18747.5679581967	5292075	561733.58386076	5297051	110076	5302839	46285	5308626	4605663	5297051	0.87032	5302839	1.07977	5308626	1.21255	5297051	126477.617428072	5302839	42865.6102688535	5308626	3798328.31635809	5313618	113714	5319406	27462	5325194	4990859	5313618	0.87043	5319406	1.07974	5325194	1.21362	5313618	130641.177349126	5319406	25433.9007538852	5325194	4112373.72488918	5330170	89697	5335958	2564132	5341761	4754404	5330170	0.87058	5335958	1.08015	5341761	1.21215	5330170	103031.312458361	5335958	2373866.59260288	5341761	3922290.14560904
46	5400495	4483	5406267	20171	5412070	683059	5400495	0.87115	5406267	1.08074	5412070	1.21425	5400495	5146.07128508294	5406267	18664.063512038	5412070	562535.721638872	5417047	109172	5422834	43765	5428637	4592354	5417047	0.87087	5422834	1.08027	5428637	1.2143	5417047	125359.697773491	5422834	40513.0198931749	5428637	3781894.09536358	5433614	107849	5439401	29018	5445205	4864718	5433614	0.87044	5439401	1.08079	5445205	1.21485	5433614	123901.704884886	5439401	26848.8790606871	5445205	4004377.49516401	5450181	86205	5455969	2487706	5461772	4678579	5450181	0.87115	5455969	1.08109	5461772	1.21398	5450181	98955.4037766171	5455969	2301109.06585021	5461772	3853917.69221898
47	5520506	4525	5526294	19676	5532097	681650	5520506	0.87126	5526294	1.08184	5532097	1.21421	5520506	5193.62761976907	5526294	18187.5323522887	5532097	561393.828085751	5537073	108502	5542861	44527	5548633	4560715	5537073	0.87086	5542861	1.0811	5548633	1.21427	5537073	124591.782835358	5542861	41186.7542318009	5548633	3755931.54734944	5553625	107843	5559428	30162	5565231	4842105	5553625	0.87104	5559428	1.08053	5565231	1.21426	5553625	123809.469140338	5559428	27914.0792018732	5565231	3987700.32777165	5570208	85175	5575995	2464293	5581814	4657114	5570208	0.87072	5575995	1.08118	5581814	1.21399	5570208	97821.3432561558	5575995	2279262.47248377	5581814	3836204.58158634
48	5640517	4411	5646320	19613	5652123	682700	5640517	0.87144	5646320	1.08035	5652123	1.21451	5640517	5061.73689525383	5646320	18154.3018466238	5652123	562119.702596109	5657100	108923	5662887	47296	5668675	4504240	5657100	0.87087	5662887	1.08072	5668675	1.21487	5657100	125073.776797915	5662887	43763.4169812717	5668675	3707590.11252233	5673651	107293	5679455	32974	5685242	4790829	5673651	0.87103	5679455	1.08094	5685242	1.21386	5673651	123179.454209384	5679455	30504.9308934816	5685242	3946772.2801641	5690219	85248	5696006	2454699	5701810	4650921	5690219	0.87105	5696006	1.08057	5701810	1.21424	5690219	97868.0902359222	5696006	2271670.50723229	5701810	3830314.43536698
49	5760528	4405	5766316	19607	5772134	679428	5760528	0.87096	5766316	1.08092	5772134	1.21451	5760528	5057.63754937081	5766316	18139.1777374829	5772134	559425.6119752	5777095	109968	5782883	49493	5788670	4409828	5777095	0.87067	5782883	1.08077	5788670	1.21335	5777095	126302.732378513	5782883	45794.2022817066	5788670	3634423.70297111	5793647	107260	5799434	36495	5805238	4698502	5793647	0.87102	5799434	1.08092	5805238	1.21431	5793647	123142.981791463	5799434	33762.9056729453	5805238	3869277.20269124	5810214	85264	5815986	2453736	5821805	4644675	5810214	0.8712	5815986	1.08087	5821805	1.21333	5810214	97869.6051423324	5815986	2270149.04660135	5821805	3828039.3627455
50	5880539	4528	5886327	19354	5892130	678707	5880539	0.87048	5886327	1.08084	5892130	1.21394	5880539	5201.72778237294	5886327	17906.4431368195	5892130	559094.35392194	5897106	111685	5902878	2240298	5908681	4276699	5897106	0.87093	5902878	1.08082	5908681	1.21478	5897106	128236.482840182	5902878	2072776.22545845	5908681	3520554.33905728	5913673	103975	5919461	40427	5925264	4538193	5913673	0.87113	5919461	1.08106	5925264	1.21539	5913673	119356.46803577	5919461	37395.7042162322	5925264	3733939.72305186	5930225	84382	5936013	2452259	5941816	4644209	5930225	0.87101	5936013	1.08064	5941816	1.21467	5930225	96878.3366436666	5936013	2269265.4352976	5941816	3823432.70188611
51	6000550	4585	6006338	19032	6012141	678475	6000550	0.87082	6006338	1.08041	6012141	1.21459	6000550	5265.15238510829	6006338	17615.534843254	6012141	558604.138021884	6017102	111176	6022889	2263372	6028692	4099436	6017102	0.87097	6022889	1.08048	6028692	1.21508	6017102	127646.187583958	6022889	2094783.79979268	6028692	3373799.25601606	6033669	102146	6039457	45442	6045260	4316043	6033669	0.87109	6039457	1.08049	6045260	1.21543	6033669	117262.280590984	6039457	42056.844579774	6045260	3551042.01805122	6050252	85155	6056055	2448477	6061858	4642067	6050252	0.87064	6056055	1.0811	6061858	1.21546	6050252	97807.3601029128	6056055	2264801.59097216	6061858	3819185.32901124
52	6120561	4431	6126349	18980	6132136	677705	6120561	0.8704	6126349	1.08014	6132136	1.2133	6120561	5090.76286764706	6126349	17571.7962486344	6132136	558563.422072035	6137113	110913	6142885	2264056	6148703	3912527	6137113	0.87094	6142885	1.08005	6148703	1.21402	6137113	127348.611844674	6142885	2096251.09948613	6148703	3222786.28029192	6153680	98961	6159452	51600	6165271	4026992	6153680	0.87091	6159452	1.08053	6165271	1.2134	6153680	113629.422098724	6159452	47754.3427762302	6165271	3318767.10070875	6170247	85591	6176035	2444214	6181854	4632477	6170247	0.87029	6176035	1.07999	6181854	1.21346	6170247	98347.6772110446	6176035	2263182.06650062	6181854	3817577.01119114
53	6240572	4375	6246344	19042	6252147	678133	6240572	0.87065	6246344	1.08068	6252147	1.2145	6240572	5024.98133578361	6246344	17620.3871636377	6252147	558363.93577604	6257124	109583	6262911	2275751	6268699	3724707	6257124	0.87124	6262911	1.08091	6268699	1.2147	6257124	125778.201184519	6262911	2105402.8550018	6268699	3066359.59496172	6273691	94336	6279479	58211	6285282	3714285	6273691	0.8708	6279479	1.08078	6285282	1.21367	6273691	108332.56775379	6279479	53860.1750587539	6285282	3060374.73118723	6290258	85567	6296046	2448830	6301849	4624164	6290258	0.8704	6296046	1.08127	6301849	1.21482	6290258	98307.674632353	6296046	2264771.9810963	6301849	3806460.21632834
54	6360583	4430	6366371	19296	6372189	677032	6360583	0.87197	6366371	1.08171	6372189	1.21503	6360583	5080.45001548218	6366371	17838.422497712	6372189	557214.225163165	6377150	109472	6382938	2284790	6388741	3549859	6377150	0.87145	6382938	1.08097	6388741	1.21418	6377150	125620.517528258	6382938	2113647.92732453	6388741	2923667.8251989	6393718	88622	6399490	65866	6405293	3404866	6393718	0.87184	6399490	1.08105	6405293	1.21454	6393718	101649.385208295	6399490	60927.8016742981	6405293	2803420.22494113	6410254	84951	6416026	2441569	6421829	4618923	6410254	0.87162	6416026	1.08142	6421829	1.21428	6410254	97463.3441178495	6416026	2257743.52240573	6421829	3803836.84158514
55	6480594	4551	6486382	19146	6492201	677491	6480594	0.87143	6486382	1.08068	6492201	1.21466	6480594	5222.45045499926	6486382	17716.6228670837	6492201	557761.842820213	6497161	108634	6502949	2285879	6508737	3383179	6497161	0.87114	6502949	1.08057	6508737	1.21426	6497161	124703.262391808	6502949	2115438.14838465	6508737	2786206.41378288	6513729	82173	6519501	74355	6525304	3109171	6513729	0.87039	6519501	1.08054	6525304	1.21388	6513729	94409.4026815566	6519501	68812.8158143151	6525304	2561349.55679309	6530280	85262	6536068	2441475	6541887	4615499	6530280	0.87114	6536068	1.08081	6541887	1.21414	6530280	97874.0500952775	6536068	2258930.80189858	6541887	3801455.35111272
56	6600605	4425	6606393	18793	6612196	675017	6600605	0.87106	6606393	1.08078	6612196	1.21413	6600605	5080.01745000344	6606393	17388.3676603934	6612196	555967.647615988	6617172	107589	6622944	2287343	6628748	3231657	6617172	0.87106	6622944	1.08104	6628748	1.21423	6617172	123515.02766744	6622944	2115872.67816177	6628748	2661486.70350757	6633724	74715	6639512	83302	6645315	2854292	6633724	0.8712	6639512	1.08147	6645315	1.21424	6633724	85761.0192837466	6639512	77026.63966638	6645315	2350681.90802477	6650291	85141	6656079	2438289	6661882	4607353	6650291	0.87072	6656079	1.08039	6661882	1.21383	6650291	97782.2951120912	6656079	2256860.02276956	6661882	3795715.21547498
57	6720616	4539	6726404	18688	6732207	673532	6720616	0.87075	6726404	1.08039	6732207	1.21444	6720616	5212.74763135228	6726404	17297.4573996427	6732207	554602.944567043	6737183	106391	6742955	2285168	6748759	3092285	6737183	0.8704	6742955	1.08095	6748759	1.21383	6737183	122232.306985294	6742955	2114036.72695314	6748759	2547543.72523335	6753735	68283	6759523	92348	6765326	2637912	6753735	0.87082	6759523	1.08051	6765326	1.21427	6753735	78412.3010495855	6759523	85467.0479680891	6765326	2172426.23139829	6770302	85605	6776090	2436465	6781893	4608233	6770302	0.87116	6776090	1.08147	6781893	1.2152	6770302	98265.5310161165	6776090	2252919.63716053	6781893	3792160.13824885
58	6840627	4606	6846415	18816	6852234	673386	6840627	0.87048	6846415	1.0812	6852234	1.21304	6840627	5291.33351713997	6846415	17402.8856825749	6852234	555122.6670184	6857179	106383	6862966	2288861	6868770	2966426	6857179	0.87089	6862966	1.08096	6868770	1.21369	6857179	122154.347851049	6862966	2117433.57756069	6868770	2444138.12423271	6873746	62069	6879534	103255	6885337	2467951	6873746	0.8711	6879534	1.08073	6885337	1.21441	6873746	71253.5874182069	6879534	95541.9022327501	6885337	2032222.23137161	6890313	85584	6896085	2439314	6901904	4600703	6890313	0.87095	6896085	1.08093	6901904	1.21406	6890313	98265.1128078535	6896085	2256680.82114476	6901904	3789518.63993542
59	6960638	4494	6966426	18781	6972229	672598	6960638	0.87052	6966426	1.08093	6972229	1.21442	6960638	5162.43165004825	6966426	17374.8531357257	6972229	553842.98677558	6977205	105157	6982977	2288095	6988781	2846035	6977205	0.8713	6982977	1.08169	6988781	1.21507	6977205	120689.773901067	6982977	2115296.43428339	6988781	2342280.6916474	6993757	56322	6999545	114018	7005348	2332854	6993757	0.8713	6999545	1.08108	7005348	1.21525	6993757	64641.3405256513	6999545	105466.755466755	7005348	1919649.45484468	7010309	85305	7016127	2433225	7021931	4598023	7010309	0.87107	7016127	1.0806	7021931	1.21466	7010309	97931.2799200983	7016127	2251735.14714048	7021931	3785440.37014473
60	7080649	4624	7086437	18901	7092240	673515	7080649	0.8712	7086437	1.08125	7092240	1.21456	7080649	5307.62167125804	7086437	17480.6936416185	7092240	554534.152285601	7097216	104430	7103004	2285841	7108792	2738704	7097216	0.87093	7103004	1.08135	7108792	1.21508	7097216	119906.307051083	7103004	2113877.09807185	7108792	2253928.95941008	7113768	51446	7119556	125246	7125359	2234069	7113768	0.87171	7119556	1.08095	7125359	1.21536	7113768	59017.3337463147	7119556	115866.598825108	7125359	1838195.26724592	7130351	86090	7136138	2436226	7141942	4593133	7130351	0.87094	7136138	1.08116	7141942	1.21489	7130351	98847.2225411624	7136138	2253344.55584742	7141942	3780698.66407658
61	7200660	4478	7206448	18586	7212267	670889	7200660	0.87029	7206448	1.08155	7212267	1.21545	7200660	5145.41129968171	7206448	17184.5961814063	7212267	551967.584022379	7217243	103674	7223015	2277835	7228818	2637412	7217243	0.87139	7223015	1.08096	7228818	1.21455	7217243	118975.430060019	7223015	2107233.38513914	7228818	2171513.72936479	7233795	47510	7239567	137378	7245370	2160538	7233795	0.87126	7239567	1.08111	7245370	1.21501	7233795	54530.2206000505	7239567	127071.25084404	7245370	1778205.94069185	7250331	85587	7256118	2435660	7261937	4596292	7250331	0.87157	7256118	1.08165	7261937	1.21533	7250331	98198.6530054958	7256118	2251800.48999214	7261937	3781929.18795718
62	7320671	4508	7326459	18468	7332278	671280	7320671	0.8715	7326459	1.08073	7332278	1.21447	7320671	5172.69076305221	7326459	17088.4494739667	7332278	552734.937874134	7337238	103940	7343010	2276485	7348814	2550972	7337238	0.87132	7343010	1.08112	7348814	1.21446	7337238	119290.272230639	7343010	2105672.82077845	7348814	2100498.98720419	7353790	44069	7359578	149606	7365381	2109322	7353790	0.87109	7359578	1.08118	7365381	1.21536	7353790	50590.639313963	7359578	138372.888880667	7365381	1735553.25171143	7370357	86254	7376145	2430948	7381964	4591521	7370357	0.87128	7376145	1.0816	7381964	1.21573	7370357	98996.8781562758	7376145	2247548.07692308	7381964	3776760.46490586
