WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
110	13081215	14393	13086987	250338	13092806	1311055	13081215	0.8507	13086987	1.03942	13092806	1.11219	13081215	16919.0078758669	13086987	240843.932192954	13092806	1178804.88046107	13097783	15332	13103570	614256	13109373	943561	13097783	0.85063	13103570	1.0389	13109373	1.11218	13097783	18024.2878807472	13103570	591256.136298008	13109373	848388.750022478	13114350	12474	13120137	1175245	13125941	2767299	13114350	0.85068	13120137	1.03948	13125941	1.11143	13114350	14663.5632670334	13120137	1130608.57351753	13125941	2489854.51175513	13130917	16023	13136720	520913	13142508	1521101	13130917	0.85097	13136720	1.03953	13142508	1.11166	13130917	18829.1009083752	13136720	501104.345232942	13142508	1368314.95241351
111	13201226	14221	13207014	249813	13212817	1309751	13201226	0.85049	13207014	1.03967	13212817	1.11115	13201226	16720.9490999306	13207014	240281.050718016	13212817	1178734.64428745	13217794	15536	13223581	614130	13229384	940375	13217794	0.85082	13223581	1.03954	13229384	1.11244	13217794	18260.0314990245	13223581	590770.917905997	13229384	845326.489518536	13234361	12419	13240148	1175664	13245952	2762639	13234361	0.84977	13240148	1.03955	13245952	1.11237	13234361	14614.5427586288	13240148	1130935.50093791	13245952	2483561.22513193	13250928	16236	13256700	523563	13262519	1522203	13250928	0.85074	13256700	1.03929	13262519	1.11258	13250928	19084.5616757176	13256700	503769.881361314	13262519	1368173.97400636
112	13321237	14367	13327025	249782	13332828	1313905	13321237	0.85002	13327025	1.0395	13332828	1.11278	13321237	16901.9552481118	13327025	240290.524290524	13332828	1180741.02697748	13337805	15373	13343577	613887	13349380	937712	13337805	0.85124	13343577	1.0392	13349380	1.11256	13337805	18059.5366759081	13343577	590730.369515012	13349380	842841.734378371	13354356	12446	13360144	1175397	13365931	2759256	13354356	0.85093	13360144	1.03941	13365931	1.11207	13354356	14626.3499935365	13360144	1130830.95217479	13365931	2481189.13377755	13370923	16429	13376695	521902	13382514	1515702	13370923	0.85101	13376695	1.04024	13382514	1.11206	13370923	19305.2960599758	13376695	501713.066215489	13382514	1362967.82547704
113	13441248	14359	13447036	250369	13452839	1315404	13441248	0.85141	13447036	1.04011	13452839	1.11257	13441248	16864.9651754149	13447036	240713.962946227	13452839	1182311.2253611	13457816	15479	13463603	615605	13469422	937775	13457816	0.85085	13463603	1.03949	13469422	1.1122	13457816	18192.3958394547	13463603	592218.299358339	13469422	843171.192231613	13474398	12579	13480186	1175645	13485974	2758391	13474398	0.85123	13480186	1.04003	13485974	1.11235	13474398	14777.4397048976	13480186	1130395.27705932	13485974	2479786.93756462	13490966	16159	13496753	522968	13502556	1514439	13490966	0.85071	13496753	1.04046	13502556	1.11147	13490966	18994.7220556947	13496753	502631.528362455	13502556	1362554.9947367
114	13561259	14416	13567047	249262	13572850	1316120	13561259	0.85031	13567047	1.03912	13572850	1.11233	13561259	16953.8168432689	13567047	239877.973670029	13572850	1183210.01860959	13577827	15421	13583614	613634	13589417	936007	13577827	0.85073	13583614	1.03932	13589417	1.11189	13577827	18126.7852315071	13583614	590418.735326945	13589417	841816.186853016	13594394	12539	13600181	1175301	13605985	2750798	13594394	0.85086	13600181	1.03967	13605985	1.11198	13594394	14736.8544766472	13600181	1130455.81771139	13605985	2473783.7011457	13610945	16182	13616733	522751	13622536	1511150	13610945	0.85015	13616733	1.03976	13622536	1.11085	13610945	19034.2880668117	13616733	502761.214126337	13622536	1360354.68335059
115	13681270	14474	13687058	249214	13692861	1314043	13681270	0.85036	13687058	1.03911	13692861	1.11118	13681270	17021.0263888236	13687058	239834.08878752	13692861	1182565.38094638	13697838	15505	13703625	615355	13709444	936144	13697838	0.84991	13703625	1.03905	13709444	1.11179	13697838	18243.1080937982	13703625	592228.477936577	13709444	842015.12875633	13714420	12455	13720192	1174064	13725996	2747557	13714420	0.85073	13720192	1.03939	13725996	1.11159	13714420	14640.3676842241	13720192	1129570.22869183	13725996	2471735.98179185	13730956	16398	13736744	523943	13742547	1510945	13730956	0.851	13736744	1.03975	13742547	1.11198	13730956	19269.0951821387	13736744	503912.478961289	13742547	1358787.92784043
116	13801281	14419	13807069	249480	13812872	1317283	13801281	0.85034	13807069	1.03934	13812872	1.11203	13801281	16956.7467130795	13807069	240036.946523755	13812872	1184575.05642833	13817849	15332	13823636	614236	13829439	933840	13817849	0.85049	13823636	1.03926	13829439	1.11151	13817849	18027.2548766005	13823636	591032.080518831	13829439	840154.384575937	13834416	12672	13840203	1174356	13846007	2744599	13834416	0.8503	13840203	1.03992	13846007	1.11179	13834416	14902.9754204398	13840203	1129275.32887145	13846007	2468630.76660161	13850983	16226	13856771	521723	13862574	1510719	13850983	0.85117	13856771	1.03966	13862574	1.11338	13850983	19063.1718693093	13856771	501820.787565166	13862574	1356876.35847599
117	13921292	14416	13927080	249312	13932883	1320790	13921292	0.8515	13927080	1.04033	13932883	1.11267	13921292	16930.1233118027	13927080	239647.035075409	13932883	1187045.57505819	13937860	15493	13943647	614562	13949466	933205	13937860	0.85091	13943647	1.04026	13949466	1.11289	13937860	18207.5660175577	13943647	590777.305673582	13949466	838541.994267178	13954442	12711	13960214	1175323	13966018	2745220	13954442	0.85121	13960214	1.04048	13966018	1.11334	13954442	14932.8602812467	13960214	1129596.91680763	13966018	2465751.70208562	13970978	16391	13976766	522888	13982569	1505092	13970978	0.85197	13976766	1.04038	13982569	1.11296	13970978	19238.9403382748	13976766	502593.283223438	13982569	1352332.5186889
118	14041303	14335	14047091	248936	14052894	1318867	14041303	0.85162	14047091	1.04009	14052894	1.11156	14041303	16832.6248796412	14047091	239340.826274649	14052894	1186500.95361474	14057871	15546	14063658	615446	14069461	932058	14057871	0.85138	14063658	1.04004	14069461	1.11238	14057871	18259.7664967465	14063658	591752.24029845	14069461	837895.323540517	14074438	12925	14080225	1175603	14086013	2739218	14074438	0.85126	14080225	1.04013	14086013	1.11224	14074438	15183.375232009	14080225	1130246.2192226	14086013	2462794.00129468	14091005	16261	14096793	520827	14102596	1498880	14091005	0.85124	14096793	1.03977	14102596	1.11145	14091005	19102.7207368075	14096793	500905.969589428	14102596	1348580.68289172
119	14161314	14411	14167102	249622	14172905	1321829	14161314	0.85189	14167102	1.04059	14172905	1.11233	14161314	16916.5033044172	14167102	239885.065203394	14172905	1188342.48829035	14177882	15666	14183669	612207	14189472	932009	14177882	0.85137	14183669	1.04023	14189472	1.11282	14177882	18400.930265337	14183669	588530.421156859	14189472	837519.994248845	14194449	12691	14200236	1176584	14206040	2732317	14194449	0.85079	14200236	1.04116	14206040	1.11166	14194449	14916.7244560937	14200236	1130070.30619693	14206040	2457871.11167083	14211016	16296	14216788	521406	14222591	1496499	14211016	0.85111	14216788	1.03983	14222591	1.11232	14211016	19146.7612882001	14216788	501433.88823173	14222591	1345385.320771
120	14281325	14305	14287113	248689	14292916	1325817	14281325	0.85077	14287113	1.04001	14292916	1.112	14281325	16814.180095678	14287113	239121.739214046	14292916	1192281.47482014	14297877	15709	14303665	615566	14309468	930764	14297877	0.85099	14303665	1.04069	14309468	1.11165	14297877	18459.6763769257	14303665	591497.948476492	14309468	837281.518463545	14314444	13013	14320232	1175367	14326035	2728903	14314444	0.85024	14320232	1.04003	14326035	1.11204	14314444	15305.090327437	14320232	1130127.97707758	14326035	2453961.18844646	14331011	16514	14336799	524226	14342602	1496610	14331011	0.85092	14336799	1.03988	14342602	1.11162	14331011	19407.2298218399	14336799	504121.629418779	14342602	1346332.37977007
121	14401336	14436	14407124	248194	14412927	1326713	14401336	0.85125	14407124	1.03928	14412927	1.11216	14401336	16958.59030837	14407124	238813.40928335	14412927	1192915.58768523	14417919	15647	14423707	613268	14429510	928385	14417919	0.85053	14423707	1.03991	14429510	1.11179	14417919	18396.7643704514	14423707	589731.803713783	14429510	835036.292825084	14434471	12919	14440274	1173154	14446062	2726156	14434471	0.85051	14440274	1.03965	14446062	1.11221	14434471	15189.7097035896	14440274	1128412.44649642	14446062	2451116.24603267	14451038	16367	14456826	521243	14462629	1491445	14451038	0.8509	14456826	1.03971	14462629	1.11137	14451038	19234.9277235868	14456826	501334.987640784	14462629	1341987.81683868
122	14521347	14127	14527135	248635	14532938	1326891	14521347	0.85062	14527135	1.04017	14532938	1.11136	14521347	16607.8860125555	14527135	239033.042675716	14532938	1193934.45868126	14537915	15663	14543687	614169	14549505	928794	14537915	0.85099	14543687	1.0394	14549505	1.11241	14537915	18405.6216876814	14543687	590888.012314797	14549505	834938.556827069	14554482	13020	14560269	1173462	14566073	2721552	14554482	0.8516	14560269	1.04056	14566073	1.11166	14554482	15288.8680131517	14560269	1127721.61143999	14566073	2448187.39542666	14571049	16438	14576837	521074	14582640	1490729	14571049	0.8506	14576837	1.03957	14582640	1.11209	14571049	19325.1822243122	14576837	501239.935742663	14582640	1340475.14140043
123	14641358	14415	14647146	248449	14652949	1329137	14641358	0.84919	14647146	1.03978	14652949	1.1128	14641358	16974.9997056018	14647146	238943.815037796	14652949	1194407.80014378	14657926	15523	14663713	613367	14669516	927033	14657926	0.85077	14663713	1.03972	14669516	1.11121	14657926	18245.824370864	14663713	589934.790135806	14669516	834255.451264838	14674493	12957	14680280	1172654	14686068	2715711	14674493	0.85098	14680280	1.03925	14686068	1.11222	14674493	15225.9747585137	14680280	1128365.64830407	14686068	2441703.08032583	14691045	16448	14696832	521209	14702635	1487507	14691045	0.85112	14696832	1.03989	14702635	1.11147	14691045	19325.1245417802	14696832	501215.513179279	14702635	1338324.02134111
124	14761369	14369	14767157	248938	14772960	1331087	14761369	0.85016	14767157	1.03932	14772960	1.11159	14761369	16901.5244189329	14767157	239520.070815533	14772960	1197462.19379447	14777937	15492	14783724	612736	14789527	926493	14777937	0.85024	14783724	1.03866	14789527	1.11151	14777937	18220.7376740685	14783724	589929.332023954	14789527	833544.457539743	14794504	12865	14800276	1173243	14806079	2712144	14794504	0.84997	14800276	1.03883	14806079	1.1108	14794504	15135.8283233526	14800276	1129388.83166639	14806079	2441613.25171048	14811071	16599	14816859	521705	14822662	1483134	14811071	0.85028	14816859	1.0393	14822662	1.11085	14811071	19521.80458202	14816859	501977.292408352	14822662	1335134.35657379
125	14881380	14412	14887168	249039	14892971	1333041	14881380	0.85124	14887168	1.03995	14892971	1.11166	14881380	16930.5953667591	14887168	239472.090004327	14892971	1199144.52260583	14897948	15798	14903720	613664	14909523	926808	14897948	0.85096	14903720	1.03997	14909523	1.11189	14897948	18564.9149196202	14903720	590078.55995846	14909523	833542.886436608	14914499	13006	14920287	1169560	14926090	2711078	14914499	0.85107	14920287	1.03982	14926090	1.11246	14914499	15281.9392059408	14920287	1124771.59508376	14926090	2437011.66783525	14931067	16448	14936854	523382	14942657	1482973	14931067	0.8513	14936854	1.04071	14942657	1.11207	14931067	19321.0384118407	14936854	502908.591250204	14942657	1333524.86803888
126	15001391	14368	15007179	248316	15012982	1334837	15001391	0.85075	15007179	1.03996	15012982	1.11208	15001391	16888.6276814575	15007179	238774.568252625	15012982	1200306.63261636	15017943	15807	15023731	612380	15029534	926088	15017943	0.85103	15023731	1.03956	15029534	1.11167	15017943	18573.9633150418	15023731	589076.147600908	15029534	833060.170734121	15034510	13015	15040298	1171743	15046117	2705552	15034510	0.85084	15040298	1.03883	15046117	1.11112	15034510	15296.6480184288	15040298	1127944.89955046	15046117	2434977.32018144	15051078	16699	15056865	520280	15062684	1481767	15051078	0.85019	15056865	1.03983	15062684	1.11159	15051078	19641.4919018102	15056865	500351.018916554	15062684	1333015.77020304
127	15121402	14440	15127190	249137	15132993	1338173	15121402	0.85073	15127190	1.0388	15132993	1.11139	15121402	16973.6579173181	15127190	239831.53638814	15132993	1204053.48257587	15137985	15623	15143757	614676	15149576	927204	15137985	0.85048	15143757	1.03869	15149576	1.11196	15137985	18369.6265638228	15143757	591780.030615487	15149576	833846.541242491	15154553	13089	15160340	1171624	15166143	2705158	15154553	0.84982	15160340	1.03805	15166143	1.11159	15154553	15402.085147443	15160340	1128677.80935408	15166143	2433593.32127853	15171120	16746	15176907	522090	15182695	1476093	15171120	0.8493	15176907	1.03892	15182695	1.11042	15171120	19717.4143412222	15176907	502531.474993262	15182695	1329310.53115038
128	15241413	14433	15247201	248515	15253004	1339349	15241413	0.85017	15247201	1.03925	15253004	1.11164	15241413	16976.6046790642	15247201	239129.179696897	15253004	1204840.59587636	15257981	15826	15263753	613849	15269587	926628	15257981	0.85057	15263753	1.03883	15269587	1.11178	15257981	18606.3463324594	15263753	590904.190291001	15269587	833463.45500009	15274564	13161	15280336	1170817	15286139	2697135	15274564	0.85014	15280336	1.03834	15286139	1.11126	15274564	15480.9796033594	15280336	1127585.3766589	15286139	2427096.26909994	15291115	16840	15296903	520973	15302706	1471142	15291115	0.85038	15296903	1.03892	15302706	1.11005	15291115	19802.9116395023	15296903	501456.320024641	15302706	1325293.45524976
129	15361424	14533	15367212	248260	15373015	1341664	15361424	0.84995	15367212	1.03917	15373015	1.11193	15361424	17098.6528619331	15367212	238902.200794865	15373015	1206608.32966104	15378007	15657	15383795	614948	15389583	926193	15378007	0.84917	15383795	1.03784	15389583	1.11154	15378007	18438.0041687766	15383795	592526.786402528	15389583	833252.064703025	15394559	13191	15400347	1177001	15406150	2697926	15394559	0.84957	15400347	1.03998	15406150	1.11125	15394559	15526.6782019139	15400347	1131753.49525952	15406150	2427829.92125984	15411126	16411	15416914	522072	15422717	1469317	15411126	0.84962	15416914	1.03979	15422717	1.11118	15411126	19315.6940749982	15416914	502093.691995499	15422717	1322303.31719433
130	15481435	14455	15487223	248817	15493026	1344339	15481435	0.85006	15487223	1.03927	15493026	1.11065	15481435	17004.6820224455	15487223	239415.166414887	15493026	1210407.41907892	15498003	15474	15503790	612306	15509594	925104	15498003	0.84978	15503790	1.0384	15509594	1.11053	15498003	18209.4189084234	15503790	589662.942989214	15509594	833029.274310464	15514570	13101	15520342	1171609	15526145	2695655	15514570	0.85049	15520342	1.03987	15526145	1.11148	15514570	15404.0611882562	15520342	1126687.95137854	15526145	2425284.30561054	15531137	16600	15536909	521573	15542712	1467049	15531137	0.84959	15536909	1.03962	15542712	1.11115	15531137	19538.8363799009	15536909	501695.811931283	15542712	1320297.88957386
131	15601447	14470	15607234	248500	15613037	1346851	15601447	0.85	15607234	1.03828	15613037	1.11179	15601447	17023.5294117647	15607234	239338.136148245	15613037	1211425.71888576	15618014	15846	15623801	613386	15629620	925993	15618014	0.85065	15623801	1.03929	15629620	1.11139	15618014	18628.1079174749	15623801	590197.15382617	15629620	833184.570672761	15634597	13257	15640369	1169903	15646156	2685622	15634597	0.84961	15640369	1.03943	15646156	1.11006	15634597	15603.629900778	15640369	1125523.60428312	15646156	2419348.50368449	15651133	16805	15656920	520181	15662723	1463431	15651133	0.84942	15656920	1.03864	15662723	1.11041	15651133	19784.0879659061	15656920	500828.968651313	15662723	1317919.50720905
132	15721458	14331	15727245	248800	15733048	1347586	15721458	0.84912	15727245	1.03882	15733048	1.11036	15721458	16877.4731486716	15727245	239502.512466067	15733048	1213647.82593033	15738025	15739	15743812	614736	15749616	924884	15738025	0.84928	15743812	1.0396	15749616	1.11187	15738025	18532.1684250188	15743812	591319.738360908	15749616	831827.461843561	15754576	13313	15760364	1170971	15766167	2682982	15754576	0.84997	15760364	1.03921	15766167	1.11189	15754576	15662.9057496147	15760364	1126789.58054676	15766167	2412992.29240303	15771159	16672	15776931	520767	15782750	1463004	15771159	0.85037	15776931	1.03942	15782750	1.11094	15771159	19605.5834519092	15776931	501016.913278559	15782750	1316906.40358615
133	15841469	14485	15847256	247997	15853059	1351585	15841469	0.85069	15847256	1.03907	15853059	1.11123	15841469	17027.3542653611	15847256	238672.081765425	15853059	1216296.35628988	15858036	15818	15863808	613230	15869627	922851	15858036	0.85111	15863808	1.03954	15869627	1.11111	15858036	18585.1417560597	15863808	589905.150354965	15869627	830566.730566731	15874603	13090	15880391	1168480	15886178	2676381	15874603	0.85062	15880391	1.03922	15886178	1.11042	15874603	15388.7752462909	15880391	1124381.74784935	15886178	2410242.07056789	15891155	16748	15896942	520376	15902761	1459952	15891155	0.85023	15896942	1.04017	15902761	1.11121	15891155	19698.1993107747	15896942	500279.761961987	15902761	1313839.86825173
134	15961480	14530	15967267	247975	15973070	1350800	15961480	0.85034	15967267	1.03907	15973070	1.11087	15961480	17087.2827339652	15967267	238650.90898592	15973070	1215983.86849946	15978031	15781	15983819	613748	15989606	926787	15978031	0.85034	15983819	1.04003	15989606	1.11174	15978031	18558.4589693534	15983819	590125.284847552	15989606	833636.461762642	15994598	13364	16000370	1170126	16006189	2675534	15994598	0.85079	16000370	1.03869	16006189	1.11126	15994598	15707.7539698398	16000370	1126540.16116454	16006189	2407657.97383151	16011166	16813	16016953	520454	16022756	1456534	16011166	0.85036	16016953	1.03949	16022756	1.11126	16011166	19771.6261348135	16016953	500682.065243533	16022756	1310704.96553462
135	16081491	14606	16087294	249403	16093097	1357540	16081491	0.85026	16087294	1.03913	16093097	1.11082	16081491	17178.2748806248	16087294	240011.355653287	16093097	1222106.19182226	16098073	15912	16103861	613947	16109664	924721	16098073	0.84969	16103861	1.03883	16109664	1.11063	16098073	18726.8297849804	16103861	590998.527189242	16109664	832609.419878808	16114641	13320	16120428	1169174	16126231	2672489	16114641	0.85034	16120428	1.03938	16126231	1.11103	16114641	15664.3225062916	16120428	1124876.36860436	16126231	2405415.69534576	16131208	16909	16136995	520135	16142799	1454623	16131208	0.85089	16136995	1.03877	16142799	1.11124	16131208	19872.1338833457	16136995	500722.007759177	16142799	1309008.85497282
